ประทับเวลา,1. เพศ,2. อายุ,จำนวนบุตรที่มีทั้งหมด,3. ระดับการศึกษา,4. อาชีพ,5. จำนวนสมาชิกในครอบครัวมีจำนวนทั้งหมดกี่คน โดยนับรวมผู้ตอบแบบสอบถามด้วย  ,6. ลักษณะที่พักอาศัย,สถานะการครอบครองที่พักอาศัย,7. พื้นที่จอดรถ,8. รายได้เฉลี่ยต่อเดือน,1. ปัจจุบันท่านมีรถยนต์หรือไม่,2. ลักษณะการใช้งานรถยนต์,3. ความถี่ในการใช้รถยนต์,4. ระยะทางในการใช้งานรถยนต์โดยเฉลี่ยต่อวัน,5. ข้อกังวลหรือปัญหาในการใช้รถยนต์,6. ประสบการณ์ประเภทรถยนต์ที่เคยใช้,1. สิ่งสำคัญในการเลือกซื้อรถยนต์ ,2. งบประมาณที่มีในการซื้อรถยนต์,  3. วัตถุประสงค์ในการตัดสินใจเลือกซื้อรถยนต์ ,4. ท่านมีแนวโน้มจะซื้อรถยนต์ตามประเภทเชื้อเพลิงที่ท่านสนใจหรือไม่,5. หากต้องเลือกซื้อรถยนต์ ท่านสนใจรถประเภทใดมากที่สุด,6. เหตุผลในการเลือกประเภทรถยนต์ดังกล่าว  ,ปัจจัยด้านผลิตภัณฑ์ [ประเภทพลังงานของรถยนต์มีความเหมาะสมกับการใช้งาน],ปัจจัยด้านผลิตภัณฑ์ [การเติมพลังงานสำหรับรถยนต์ ไม่ว่าจะเป็นการเติมเชื้อเพลิงหรือการชาร์จไฟฟ้า มีความสะดวกต่อการใช้งาน],ปัจจัยด้านผลิตภัณฑ์ [การออกแบบรูปลักษณ์ภายนอกมีความล้ำสมัย สวยงาม],ปัจจัยด้านผลิตภัณฑ์ [ระบบภายในรถยนต์มีความทันสมัย มีสิ่งอำนวยความสะดวกที่เหมาะสม],ปัจจัยด้านผลิตภัณฑ์ [แบรนด์รถยนต์เป็นที่รู้จักและมีความน่าเชื่อถือ],ปัจจัยด้านราคา [ค่าใช้จ่ายในการบำรุงรักษาซ่อมแซมรถยนต์อยู่ในระดับที่เหมาะสม],"ปัจจัยด้านราคา [ค่าใช้จ่ายในการครอบครองรถยนต์ (ผ่อนชำระ, พลังงาน, ภาษี) ยอมรับได้]",ปัจจัยด้านราคา [มูลค่าการขายต่อของรถยนต์อยู่ในระดับที่เหมาะสม],ปัจจัยด้านราคา [ค่าเบี้ยประกันภัยอยู่ในระดับที่เหมาะสม],ปัจจัยด้านช่องทางการจัดจำหน่าย [จำนวนศูนย์บริการในเขตพื้นที่มีเพียงพอและเข้าถึงได้สะดวก],ปัจจัยด้านช่องทางการจัดจำหน่าย [จำนวนศูนย์บริการทั่วประเทศมีเพียงพอรองรับการใช้งาน],ปัจจัยด้านช่องทางการจัดจำหน่าย [ตัวแทนจำหน่ายและศูนย์บริการมีความน่าเชื่อถือ],ปัจจัยด้านการส่งเสริมการตลาด [มีบริการหลังการขายและการรับประกันที่คุ้มค่า],ปัจจัยด้านการส่งเสริมการตลาด [โปรโมชั่นและเงื่อนไขการผ่อนชำระช่วยให้การตัดสินใจซื้อรถง่ายขึ้น],ปัจจัยด้านการส่งเสริมการตลาด [ข้อมูลรีวิวจากสื่อออนไลน์ช่วยให้การตัดสินใจซื้อรถง่ายขึ้น],ปัจจัยด้านพนักงานและกระบวนการ [พนักงานมีมนุษยสัมพันธ์ที่ดี สุภาพ และสร้างความเชื่อมั่นให้แก่ลูกค้า],ปัจจัยด้านพนักงานและกระบวนการ [พนักงานสามารถให้คำแนะนำเกี่ยวกับรถยนต์ได้อย่างเหมาะสม],ปัจจัยด้านพนักงานและกระบวนการ [พนักงานมีความรู้ความเชี่ยวชาญเกี่ยวกับรถยนต์เป็นอย่างดี],ปัจจัยด้านพนักงานและกระบวนการ [ขั้นตอนการซื้อและการให้บริการมีความสะดวกไม่ซับซ้อน],ปัจจัยด้านสภาพแวดล้อมทางกายภาพ [ศูนย์บริการมีความสะอาด เป็นระเบียบ และมีความน่าเชื่อถือ],ปัจจัยด้านสภาพแวดล้อมทางกายภาพ [สภาพแวดล้อมของศูนย์บริการเอื้อต่อการใช้บริการ],ท่านตั้งใจจะซื้อรถยนต์ (คันใหม่หรือคันแรก) ภายใน 6 เดือนข้างหน้าเพียงใด,การมีรถยนต์เป็นของตัวเองสำคัญ/จำเป็นสำหรับการใช้ชีวิตของท่านเพียงใด,คนใกล้ชิดของท่าน (ครอบครัว/คู่สมรส/เพื่อนร่วมงาน) คิดว่าท่านควรมีรถยนต์เป็นของตัวเองหรือไม่,ขณะนี้ท่านมีความพร้อมทางการเงินที่จะซื้อรถยนต์เพียงใด,ในช่วง 6 เดือนที่ผ่านมา ท่านมีเหตุการณ์ใดต่อไปนี้เกิดขึ้นหรือไม่ (ตอบได้มากกว่า 1 ข้อ),ที่พักอาศัยหรือที่ทำงานของท่านมีจุดชาร์จไฟฟ้าสำหรับรถยนต์หรือไม่,ท่านเคยทดลองขับหรือนั่งรถยนต์ไฟฟ้า (EV) หรือไฮบริด (Hybrid) มาก่อนหรือไม่,ท่านกังวลว่าแบตเตอรี่รถยนต์ไฟฟ้าจะหมดระหว่างการเดินทางเพียงใด (Range Anxiety),ท่านทราบหรือไม่ว่าโดยเฉลี่ยค่าไฟฟ้าสำหรับชาร์จรถ EV ต่อเดือนถูกกว่าค่าน้ำมันสำหรับระยะทางเท่ากันเพียงใด,ท่านทราบเรื่องสิทธิประโยชน์ทางภาษี/เงินอุดหนุนสำหรับผู้ซื้อรถยนต์ไฟฟ้าจากภาครัฐหรือไม่,ทัศนคติด้านสิ่งแวดล้อม (กรุณาระบุระดับความคิดเห็นต่อแต่ละข้อความ 1=ไม่เห็นด้วยอย่างยิ่ง ถึง 5=เห็นด้วยอย่างยิ่ง) [เรากำลังเข้าใกล้ขีดจำกัดของจำนวนประชากรที่โลกสามารถรองรับได้],ทัศนคติด้านสิ่งแวดล้อม (กรุณาระบุระดับความคิดเห็นต่อแต่ละข้อความ 1=ไม่เห็นด้วยอย่างยิ่ง ถึง 5=เห็นด้วยอย่างยิ่ง) [มนุษย์กำลังทำร้ายสิ่งแวดล้อมอย่างรุนแรง],ทัศนคติด้านสิ่งแวดล้อม (กรุณาระบุระดับความคิดเห็นต่อแต่ละข้อความ 1=ไม่เห็นด้วยอย่างยิ่ง ถึง 5=เห็นด้วยอย่างยิ่ง) [สมดุลธรรมชาติเปราะบางมากและถูกรบกวนได้ง่าย],ทัศนคติด้านสิ่งแวดล้อม (กรุณาระบุระดับความคิดเห็นต่อแต่ละข้อความ 1=ไม่เห็นด้วยอย่างยิ่ง ถึง 5=เห็นด้วยอย่างยิ่ง) [หากสิ่งต่างๆ ดำเนินต่อไปตามแนวทางปัจจุบัน เราจะเผชิญกับภัยพิบัติทางสิ่งแวดล้อมครั้งใหญ่ในไม่ช้า],ทัศนคติด้านสิ่งแวดล้อม (กรุณาระบุระดับความคิดเห็นต่อแต่ละข้อความ 1=ไม่เห็นด้วยอย่างยิ่ง ถึง 5=เห็นด้วยอย่างยิ่ง) [มนุษย์มีสิทธิที่จะปรับเปลี่ยนสิ่งแวดล้อมทางธรรมชาติให้ตรงกับความต้องการของตน [ข้อนี้เป็น reverse-worded ให้กลับคะแนนตอนวิเคราะห์]]
"1/8/2026, 12:39:57",ชาย,20-23 ปี,1 คน,ปวช. / ปวส.,ค้าขาย,5 คนขึ้นไป,คอนโด / อพาร์ตเมนต์ / หอพัก,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"35,001-50,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,เทคโนโลยีและฟังก์ชันภายในรถ,"800,001-1,200,000 บาท",เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน,มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ความสะดวกในการใช้งาน,5,5,5,5,4,5,5,4,5,5,3,5,4,5,4,5,5,4,5,4,5,6,3,6,6,รายได้เปลี่ยนแปลงอย่างมีนัยสำคัญ (เพิ่มขึ้นหรือลดลง),ไม่มีและไม่สามารถติดตั้งได้ (เช่น คอนโด/หอพักที่ไม่อนุญาต),เคยเฉพาะ EV,5,ทราบ แต่คิดว่าไม่ต่างกันมาก,ทราบและเคยพิจารณาใช้สิทธิ์,4,4,4,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง)
"1/8/2026, 12:39:59",หญิง,24-26 ปี,1 คน,ปริญญาตรี,พนักงานเอกชน,3-4 คน,คอนโด / อพาร์ตเมนต์ / หอพัก,พักอาศัยกับครอบครัว / ผู้อื่น,มีที่จอดรถส่วนตัว,"มากกว่า 75,000","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"ราคา, ความสามารถในการผ่อนชำระ","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,5,5,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,3,4,4,ไม่มีเหตุการณ์ข้างต้น,ไม่มีแต่สามารถติดตั้งเพิ่มได้,ไม่เคยเลย,4,ทราบ แต่คิดว่าไม่ต่างกันมาก,ไม่ทราบเลย,4,4,5 (เห็นด้วยอย่างยิ่ง),4,5 (เห็นด้วยอย่างยิ่ง)
"1/8/2026, 12:40:01",หญิง,มากกว่า 60 ปี,ไม่มีบุตร,ต่ำกว่า ม.3,อาชีพอิสระ,3-4 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับนอกเมือง,ใช้งานทุกวัน,31-50 กิโลเมตร,ศูนย์บริการและอะไหล่,"รถยนต์สันดาป (ดีเซล / เบนซิน), รถยนต์ไฮบริด (Hybrid)","ค่าซ่อมบำรุง, รูปลักษณ์ / ดีไซน์, ความคุ้มค่าโดยรวม","500,001-800,000 บาท",เพื่อใช้ในการเดินทางท่องเที่ยว,มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ค่าบำรุงรักษา,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,3,4,4,4,4,7,4,6,5,"ย้ายที่อยู่อาศัย, ไม่มีเหตุการณ์ข้างต้น",ไม่แน่ใจ,เคยเฉพาะ Hybrid,3,ทราบ แต่คิดว่าไม่ต่างกันมาก,ทราบและเคยพิจารณาใช้สิทธิ์,4,3,4,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง)
"1/8/2026, 12:40:02",ชาย,27-30 ปี,มากกว่า 3 คน,ปริญญาตรี,พนักงานเอกชน,5 คนขึ้นไป,คอนโด / อพาร์ตเมนต์ / หอพัก,เช่า,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท",มี,ขับในเมือง,ใช้งานทุกวัน,71-90 กิโลเมตร,"ราคาน้ำมัน, อายุการใช้งาน","รถยนต์สันดาป (ดีเซล / เบนซิน), รถยนต์ไฮบริด (Hybrid)","ค่าน้ำมัน, สมรรถนะในการขับขี่","800,001-1,200,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,3,4,5,4,4,5,5,4,5,5,4,3,4,5,5,5,3,3,5,5,3,3,4,5,ย้ายที่อยู่อาศัย,ไม่มีแต่สามารถติดตั้งเพิ่มได้,เคยเฉพาะ EV,3,ทราบ แต่คิดว่าไม่ต่างกันมาก,ทราบและเคยพิจารณาใช้สิทธิ์,4,4,5 (เห็นด้วยอย่างยิ่ง),4,4
"1/8/2026, 12:40:03",หญิง,มากกว่า 60 ปี,ไม่มีบุตร,ปวช. / ปวส.,ค้าขาย,3-4 คน,บ้านเดี่ยว / บ้านแฝด,พักอาศัยกับครอบครัว / ผู้อื่น,มีที่จอดรถส่วนตัว,"ต่ำกว่า 15,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,เทคโนโลยีและฟังก์ชันภายในรถ,"500,001-800,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อความสะดวกในการเดินทาง, เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน",มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,3,5,5,5,5,5,4,4,5,5,5,4,3,4,4,3,5,5,4,3,5,6,6,4,5,"รายได้เปลี่ยนแปลงอย่างมีนัยสำคัญ (เพิ่มขึ้นหรือลดลง), ไม่มีเหตุการณ์ข้างต้น",ไม่มีแต่สามารถติดตั้งเพิ่มได้,เคยเฉพาะ EV,4,ทราบ และคิดว่าถูกกว่ามาก,ทราบและเคยพิจารณาใช้สิทธิ์,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),3,3
"1/8/2026, 12:40:07",หญิง,มากกว่า 60 ปี,ไม่มีบุตร,ต่ำกว่า ม.3,ค้าขาย,5 คนขึ้นไป,คอนโด / อพาร์ตเมนต์ / หอพัก,เป็นเจ้าของ,มีที่จอดรถส่วนกลาง / เช่า,"35,001-50,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,ใช้งานทุกวัน,10-30 กิโลเมตร,อายุการใช้งาน,รถยนต์ไฟฟ้า (EV),"ค่าซ่อมบำรุง, เทคโนโลยีและฟังก์ชันภายในรถ","500,001-800,000 บาท","เพื่อใช้ในการเดินทางท่องเที่ยว, เพื่อความสะดวกในการเดินทาง, เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน",มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),"ค่าบำรุงรักษา, ความสะดวกในการใช้งาน",3,4,3,4,4,5,5,4,5,4,4,5,4,4,5,5,4,4,5,4,5,4,3,5,4,รายได้เปลี่ยนแปลงอย่างมีนัยสำคัญ (เพิ่มขึ้นหรือลดลง),ไม่มีแต่สามารถติดตั้งเพิ่มได้,เคยเฉพาะ Hybrid,5,ทราบ แต่คิดว่าถูกกว่าเล็กน้อย,ทราบและเคยพิจารณาใช้สิทธิ์,3,5 (เห็นด้วยอย่างยิ่ง),4,3,4
"1/8/2026, 12:40:10",ชาย,20-23 ปี,ไม่มีบุตร,ปริญญาตรี,พนักงานเอกชน,3-4 คน,บ้านเดี่ยว / บ้านแฝด,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"15,001-25,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"ค่าน้ำมัน, การรับประกันและบริการหลังการขาย","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,5,5,4,4,3,3,4,4,3,5,5,3,5,5,3,4,4,4,4,4,5,2,6,5,6,ไม่มีเหตุการณ์ข้างต้น,ไม่มีแต่สามารถติดตั้งเพิ่มได้,เคยเฉพาะ EV,4,ทราบ แต่คิดว่าถูกกว่าเล็กน้อย,ทราบแต่ไม่เคยพิจารณา,4,4,3,4,5 (เห็นด้วยอย่างยิ่ง)
"1/8/2026, 12:40:12",ชาย,20-23 ปี,3 คน,ปวช. / ปวส.,พนักงานเอกชน,3-4 คน,บ้านเดี่ยว / บ้านแฝด,เช่า,มีที่จอดรถส่วนตัว,"มากกว่า 75,000","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,รูปลักษณ์ / ดีไซน์,"500,001-800,000 บาท",เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน,มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ค่าบำรุงรักษา,5,4,3,4,5,5,4,4,5,5,4,3,5,3,4,5,4,3,4,5,5,5,4,3,4,ไม่มีเหตุการณ์ข้างต้น,ไม่แน่ใจ,เคยเฉพาะ Hybrid,6,ทราบ แต่คิดว่าไม่ต่างกันมาก,ทราบแต่ไม่เคยพิจารณา,4,3,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),3
"1/8/2026, 12:40:13",ชาย,51-60 ปี,ไม่มีบุตร,ม.3,ค้าขาย,5 คนขึ้นไป,บ้านเดี่ยว / บ้านแฝด,พักอาศัยกับครอบครัว / ผู้อื่น,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"ค่าซ่อมบำรุง, รูปลักษณ์ / ดีไซน์, เทคโนโลยีและฟังก์ชันภายในรถ","500,001-800,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อใช้ในการเดินทางท่องเที่ยว, เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน",มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ค่าบำรุงรักษา, เทคโนโลยีและความทันสมัย",5,5,5,5,4,5,5,4,5,4,4,3,4,4,5,5,3,4,5,5,5,4,4,3,3,ไม่มีเหตุการณ์ข้างต้น,มีอยู่แล้ว,เคยเฉพาะ EV,6,ทราบ และคิดว่าถูกกว่ามาก,ทราบและเคยพิจารณาใช้สิทธิ์,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),3
"1/8/2026, 12:40:14",หญิง,มากกว่า 60 ปี,1 คน,ต่ำกว่า ม.3,อาชีพอิสระ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"35,001-50,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,เทคโนโลยีและฟังก์ชันภายในรถ,"500,001-800,000 บาท",เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน,มีแนวโน้มที่จะซื้อ,รถยนต์ไฟฟ้า (EV),ค่าบำรุงรักษา,3,5,4,4,3,5,5,4,5,5,4,5,4,5,4,5,5,5,4,5,4,3,6,5,4,ไม่มีเหตุการณ์ข้างต้น,ไม่มีแต่สามารถติดตั้งเพิ่มได้,เคยเฉพาะ EV,3,ทราบ แต่คิดว่าถูกกว่าเล็กน้อย,ไม่ทราบเลย,5 (เห็นด้วยอย่างยิ่ง),4,4,3,4
"1/8/2026, 12:40:17",หญิง,มากกว่า 60 ปี,ไม่มีบุตร,ต่ำกว่า ม.3,อาชีพอิสระ,5 คนขึ้นไป,บ้านเดี่ยว / บ้านแฝด,เช่า,มีที่จอดรถส่วนตัว,"50,001-75,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,ใช้งานทุกวัน,51-70 กิโลเมตร,"ปั๊มน้ำมัน / สถานีชาร์จ, มูลค่าการขายต่อ",รถยนต์สันดาป (ดีเซล / เบนซิน),การรับประกันและบริการหลังการขาย,"500,001-800,000 บาท",เพื่อใช้ในการเดินทางท่องเที่ยว,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,5,5,5,4,4,4,4,5,5,5,4,4,5,5,4,3,4,3,5,3,4,5,6,4,รายได้เปลี่ยนแปลงอย่างมีนัยสำคัญ (เพิ่มขึ้นหรือลดลง),ไม่มีและไม่สามารถติดตั้งได้ (เช่น คอนโด/หอพักที่ไม่อนุญาต),เคยเฉพาะ EV,2,ทราบ แต่คิดว่าไม่ต่างกันมาก,ทราบแต่ไม่เคยพิจารณา,3,4,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),4
"1/8/2026, 12:40:18",ชาย,20-23 ปี,ไม่มีบุตร,ปริญญาโท,นักเรียน / นักศึกษา,3-4 คน,บ้านเดี่ยว / บ้านแฝด,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับนอกเมือง,5-6 วัน / สัปดาห์,น้อยกว่า 10 กิโลเมตร,"ราคาน้ำมัน, อายุการใช้งาน, มูลค่าการขายต่อ","รถยนต์สันดาป (ดีเซล / เบนซิน), รถยนต์ไฮบริด (Hybrid)",ค่าน้ำมัน,"500,001-800,000 บาท",เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,5,5,5,3,5,5,4,4,3,4,5,4,3,5,4,4,5,5,3,4,3,5,5,6,ไม่มีเหตุการณ์ข้างต้น,ไม่มีแต่สามารถติดตั้งเพิ่มได้,เคยเฉพาะ Hybrid,4,ทราบ และคิดว่าถูกกว่ามาก,ไม่ทราบเลย,4,4,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),3
"1/8/2026, 12:40:20",หญิง,41-50 ปี,ไม่มีบุตร,ม.3,พนักงานเอกชน,3-4 คน,บ้านเดี่ยว / บ้านแฝด,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,ใช้งานทุกวัน,31-50 กิโลเมตร,ปั๊มน้ำมัน / สถานีชาร์จ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ค่าน้ำมัน, ความคุ้มค่าโดยรวม","800,001-1,200,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อใช้ในการเดินทางท่องเที่ยว",ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ประหยัดค่าเชื้อเพลิง, ค่าบำรุงรักษา, เทคโนโลยีและความทันสมัย",4,5,4,4,5,5,4,3,5,3,5,3,4,5,5,4,4,4,4,4,4,5,6,6,1,ไม่มีเหตุการณ์ข้างต้น,ไม่แน่ใจ,เคยเฉพาะ EV,5,ทราบ และคิดว่าถูกกว่ามาก,ทราบและเคยพิจารณาใช้สิทธิ์,5 (เห็นด้วยอย่างยิ่ง),4,4,3,5 (เห็นด้วยอย่างยิ่ง)
"1/8/2026, 12:40:21",ชาย,31-40 ปี,ไม่มีบุตร,ปริญญาเอก,รัฐวิสาหกิจ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"35,001-50,000 บาท",มี,ขับนอกเมือง,1-2 วัน / สัปดาห์,10-30 กิโลเมตร,อายุการใช้งาน,รถยนต์สันดาป (ดีเซล / เบนซิน),ความคุ้มค่าโดยรวม,"500,001-800,000 บาท",เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,7,4,6,ไม่มีเหตุการณ์ข้างต้น,ไม่มีและไม่สามารถติดตั้งได้ (เช่น คอนโด/หอพักที่ไม่อนุญาต),เคยเฉพาะ Hybrid,4,ทราบ แต่คิดว่าไม่ต่างกันมาก,ทราบและเคยพิจารณาใช้สิทธิ์,2,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),4,5 (เห็นด้วยอย่างยิ่ง)
"1/8/2026, 12:40:24",ชาย,20-23 ปี,มากกว่า 3 คน,ปริญญาโท,อาชีพอิสระ,5 คนขึ้นไป,คอนโด / อพาร์ตเมนต์ / หอพัก,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,5-6 วัน / สัปดาห์,น้อยกว่า 10 กิโลเมตร,"ราคาน้ำมัน, ปั๊มน้ำมัน / สถานีชาร์จ",รถยนต์สันดาป (ดีเซล / เบนซิน),ราคา,"500,001-800,000 บาท",เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน,มีแนวโน้มที่จะซื้อ,รถยนต์ไฟฟ้า (EV),"ราคาซื้อเริ่มต้น, ค่าบำรุงรักษา, ความสะดวกในการใช้งาน",5,4,4,5,4,5,3,4,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,5,6,รายได้เปลี่ยนแปลงอย่างมีนัยสำคัญ (เพิ่มขึ้นหรือลดลง),ไม่มีแต่สามารถติดตั้งเพิ่มได้,เคยเฉพาะ EV,5,ทราบ และคิดว่าถูกกว่ามาก,ไม่ทราบเลย,4,4,4,4,4
"1/8/2026, 12:40:25",หญิง,20-23 ปี,1 คน,ปวช. / ปวส.,พนักงานเอกชน,3-4 คน,คอนโด / อพาร์ตเมนต์ / หอพัก,เช่า,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,ใช้เป็นครั้งคราว,น้อยกว่า 10 กิโลเมตร,ศูนย์บริการและอะไหล่,รถยนต์สันดาป (ดีเซล / เบนซิน),เทคโนโลยีและฟังก์ชันภายในรถ,"ต่ำกว่า 500,000 บาท",เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ค่าบำรุงรักษา, เทคโนโลยีและความทันสมัย",4,5,5,3,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,5,3,6,2,5,6,ไม่มีเหตุการณ์ข้างต้น,ไม่มีและไม่สามารถติดตั้งได้ (เช่น คอนโด/หอพักที่ไม่อนุญาต),เคยเฉพาะ EV,6,ทราบ แต่คิดว่าถูกกว่าเล็กน้อย,ทราบแต่ไม่เคยพิจารณา,5 (เห็นด้วยอย่างยิ่ง),3,4,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง)
"1/8/2026, 12:40:26",ชาย,มากกว่า 60 ปี,ไม่มีบุตร,ปริญญาตรี,ข้าราชการ,3-4 คน,บ้านเดี่ยว / บ้านแฝด,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,5-6 วัน / สัปดาห์,น้อยกว่า 10 กิโลเมตร,"ราคาน้ำมัน, ศูนย์บริการและอะไหล่","รถยนต์สันดาป (ดีเซล / เบนซิน), รถยนต์ไฮบริด (Hybrid), รถยนต์ไฟฟ้า (EV)","เทคโนโลยีและฟังก์ชันภายในรถ, การรับประกันและบริการหลังการขาย","ต่ำกว่า 500,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,4,5,4,5,3,4,5,5,4,4,4,5,5,4,4,4,4,5,5,5,3,5,4,6,"รายได้เปลี่ยนแปลงอย่างมีนัยสำคัญ (เพิ่มขึ้นหรือลดลง), ไม่มีเหตุการณ์ข้างต้น",ไม่มีแต่สามารถติดตั้งเพิ่มได้,ไม่เคยเลย,5,ทราบ และคิดว่าถูกกว่ามาก,ทราบแต่ไม่เคยพิจารณา,3,3,5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง),5 (เห็นด้วยอย่างยิ่ง)
